Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
2	4	1988	      22.1      41.7		0	6.7
3	4	1988	      21.4      41.0		0	6.5
4	4	1988	      22.5      41.3		0	7.1
5	4	1988	      23.2      41.6		0	6.7
6	4	1988	      24.3      41.1		0	7.1
7	4	1988	      20.8      41.1		0	7.2
8	4	1988	      20.5      40.2		0	6.5
9	4	1988	      20.7      40.4		0	6.6
10	4	1988	      21.1      40.4		0	7
11	4	1988	      21.8      42.2		0	7.1
12	4	1988	      26.6      43.3		0	7.1
13	4	1988	      26.1      43.5		0	7.6
14	4	1988	      24.7      43.2		0	7.2
15	4	1988	      26.0      43.5		0	6.1
16	4	1988	      25.0      38.9		0	5.5
17	4	1988	      19.9      40.7		0	7
18	4	1988	      19.1      39.2		0	6.4
19	4	1988	      18.9      40.0		0	6.8
20	4	1988	      19.6      40.9		0	6.7
21	4	1988	      20.8      41.8		0	6.7
22	4	1988	      21.4      43.5		0	7.2
23	4	1988	      22.7      42.7		0	6.8
24	4	1988	      22.2      40.6		0	6.7
25	4	1988	      20.3      39.8		0	6.7
26	4	1988	      21.2      40.1		0	6.7
27	4	1988	      22.3      40.6		0	7
28	4	1988	      22.9      40.9		0	7.1
29	4	1988	      22.2      41.5		0	7
30	4	1988	      23.6      40.1		0	7.1
1	5	1988	      22.8      40.0		0	6.3
2	5	1988	      24.4      40.6		0	7.1
3	5	1988	      23.1      41.8		0	7.2
4	5	1988	      22.4      41.8		0	7.5
5	5	1988	      21.1      38.9		0	6.9
6	5	1988	      19.6      39.1		0	6.9
7	5	1988	      21.1      40.9		0	7.1
8	5	1988	      21.7      42.9		0	7.5
9	5	1988	      23.5      43.3		0	7.3
10	5	1988	      23.1      41.5		0	7.4
11	5	1988	      24.0      38.9		0	6.6
12	5	1988	      22.9      41.5		0	6.8
13	5	1988	      22.6      40.1		0	6.1
14	5	1988	      23.0      41.0		0	6.9
15	5	1988	      22.6      41.1		0	7.1
16	5	1988	      23.8      41.1		0	7.2
17	5	1988	      21.6      41.0		0	7.3
18	5	1988	      21.7      39.9		0	7.1
19	5	1988	      21.4      42.0		0	7.5
20	5	1988	      22.4      43.1		0	7.7
21	5	1988	      22.9      44.4		0	7.9
22	5	1988	      23.7      43.7		0	7.9
23	5	1988	      23.0      43.0		0	7.8
24	5	1988	      21.8      43.6		0	7.9
25	5	1988	      22.4      41.0		0	7.4
26	5	1988	      24.3      41.0		0	6.4
27	5	1988	      26.7      37.9		0	5.2
28	5	1988	      23.7      40.1		0	7.1
29	5	1988	      24.6      40.6		0	7.2
30	5	1988	      24.1      43.2		0	7.3
31	5	1988	      23.9      41.7		0	7.1
1	6	1988	      23.7      41.3		0	7.1
2	6	1988	      23.0      38.6		0	6.4
3	6	1988	      21.6      39.3		0	6.8
4	6	1988	      22.6      37.1		0	5.6
5	6	1988	      24.8      38.4		4.9	5.9
6	6	1988	      25.8      39.7		0	6.7
7	6	1988	      24.6      40.6		0	6.6
8	6	1988	      24.1      40.9		0	7
9	6	1988	      24.0      39.9		0	6.6
10	6	1988	      24.7      39.4		0	6.7
11	6	1988	      24.7      37.7		0	6.3
12	6	1988	      26.6      38.2		0	6.5
13	6	1988	      26.6      37.1		6	5.6
14	6	1988	      25.0      38.7		0.8	6.4
15	6	1988	      24.2      38.1		0	6.4
16	6	1988	      24.2      39.3		0	6
17	6	1988	      25.5      37.8		0	5.7
18	6	1988	      24.1      37.1		0	5
19	6	1988	      25.4      39.6		0	6.4
20	6	1988	      25.6      37.2		0	5.9
21	6	1988	      25.5      38.6		10.3	5.2
22	6	1988	      24.1      40.8		0	6.5
23	6	1988	      24.1      38.0		0	6.3
24	6	1988	      25.8      36.0		20.6	4.1
25	6	1988	      25.2      33.7		0	5.7
26	6	1988	      24.5      36.3		0	5.9
27	6	1988	      24.4      37.1		0	5.8
28	6	1988	      24.5      37.3		0	6.2
29	6	1988	      24.4      35.6		0	5.4
30	6	1988	      23.1      35.7		0	5.6
1	7	1988	      22.5      35.5		0	5.4
2	7	1988	      23.2      35.0		0	5.6
3	7	1988	      23.8      36.0		6.5	5.1
4	7	1988	      24.8      34.0		0	5.4
5	7	1988	      25.0      30.5		0	4.8
6	7	1988	      23.2      36.5		0	5.7
7	7	1988	      25.3      34.0		0	5.2
8	7	1988	      25.0      33.5		0	5.2
9	7	1988	      23.8      34.8		0	5.5
10	7	1988	      24.0      35.2		0	5.4
11	7	1988	      23.1      35.4		0	5.4
12	7	1988	      24.8      32.9		0	4.7
13	7	1988	      24.7      33.9		7.2	4.9
14	7	1988	      24.6      34.2		7.2	5.3
15	7	1988	      24.1      33.3		7.2	4.3
16	7	1988	      23.4      32.6		0	5.1
17	7	1988	      23.2      32.4		0	5.2
18	7	1988	      23.3      34.4		0	5.4
19	7	1988	      22.0      34.7		0	5.9
20	7	1988	      23.3      34.6		0	5.7
21	7	1988	      25.1      33.6		0	4.6
22	7	1988	      24.9      30.5		11.8	4.3
23	7	1988	      24.3      32.1		6.7	4.9
24	7	1988	      23.4      33.3		0	4.7
25	7	1988	      24.2      33.4		23.9	5.4
26	7	1988	      23.6      33.3		0	5.2
27	7	1988	      23.6      33.2		0	5.2
28	7	1988	      24.1      31.8		31.1	3.7
29	7	1988	      24.0      31.7		15.5	4.9
30	7	1988	      23.2      31.9		15.5	4.3
31	7	1988	      23.8      30.6		0	4.2
1	8	1988	      23.8      30.8		0	4.7
2	8	1988	      24.0      32.0		17.2	5
3	8	1988	      25.1      32.0		9.8	5.3
4	8	1988	      24.5      30.6		25.8	4.5
5	8	1988	      24.4      29.6		25.8	2.9
6	8	1988	      23.6      31.2		9.9	5.2
7	8	1988	      23.6      32.2		0	4.8
8	8	1988	      23.5      29.9		9.9	4.5
9	8	1988	      23.4      30.8		9.9	3.8
10	8	1988	      23.6      32.9		19.9	5.4
11	8	1988	      23.8      32.8		0	5
12	8	1988	      24.1      30.3		0	3.7
13	8	1988	      23.3      31.3		0	4.7
14	8	1988	      23.2      31.3		8.4	4.2
15	8	1988	      24.2      29.2		22.2	3
16	8	1988	      24.3      31.1		0	4.7
17	8	1988	      23.8      31.9		19.3	4.4
18	8	1988	      23.7      29.5		28.9	3.3
19	8	1988	      23.7      30.3		9.7	3.9
20	8	1988	      24.0      31.2		19.3	4.7
21	8	1988	      22.8      29.1		31.4	2.6
22	8	1988	      22.7      30.5		15.7	3.3
23	8	1988	      23.8      30.4		31.4	4.3
24	8	1988	      24.3      28.1		15.7	3.5
25	8	1988	      23.3      30.9		15.7	5
26	8	1988	      23.4      30.3		8.4	4.6
27	8	1988	      23.8      28.2		41.9	0.7
28	8	1988	      23.2      27.3		16.8	3
29	8	1988	      22.4      29.4		0	4.1
30	8	1988	      23.3      30.6		16.8	5.2
31	8	1988	      23.9      30.2		19.2	3.5
1	9	1988	      23.3      30.4		15.1	4
2	9	1988	      23.3      31.4		0	4.8
3	9	1988	      24.0      30.8		7.6	4.3
4	9	1988	      23.5      31.3		0	4.6
5	9	1988	      24.4      29.6		7.6	3.6
6	9	1988	      23.3      31.6		6.3	4.9
7	9	1988	      23.7      29.4		0	3.6
8	9	1988	      23.3      30.0		6.3	4
9	9	1988	      22.8      31.4		0	4.7
10	9	1988	      23.5      32.0		0	4.6
11	9	1988	      23.5      32.1		0	4.8
12	9	1988	      23.2      30.8		0	4.4
13	9	1988	      23.2      30.6		34.9	4.6
14	9	1988	      23.3      31.2		0	4.8
15	9	1988	      23.8      31.1		0	3.4
16	9	1988	      24.5      30.0		9.7	3.7
17	9	1988	      23.6      29.6		19.4	3.7
18	9	1988	      23.3      31.6		29.1	4.5
19	9	1988	      23.0      31.3		0	4.4
20	9	1988	      23.5      32.1		0	4.6
21	9	1988	      23.5      30.8		8.4	4.4
22	9	1988	      23.4      31.1		8.4	4.8
23	9	1988	      23.0      33.2		0	5.1
24	9	1988	      24.3      31.7		8.4	4.7
25	9	1988	      22.7      31.3		0	4.7
26	9	1988	      21.8      29.8		0	4.3
27	9	1988	      22.6      29.9		4.4	4.1
28	9	1988	      23.3      29.7		0	4.2
29	9	1988	      23.3      31.4		4.4	4.4
30	9	1988	      23.0      30.1		0	4.3
1	10	1988	      22.7      31.9		0	4.7
2	10	1988	      22.7      31.0		0	4.2
3	10	1988	      21.7      30.6		0	4.7
4	10	1988	      22.1      31.1		0	4.5
5	10	1988	      20.6      32.6		0	4.6
6	10	1988	      23.3      33.0		0	4.8
7	10	1988	      23.6      31.8		8.5	3
8	10	1988	      23.7      32.8		0	4.5
9	10	1988	      22.9      33.2		0	4.6
10	10	1988	      22.9      33.3		0	4.7
11	10	1988	      23.8      34.2		0	4.9
12	10	1988	      23.9      31.3		0	4.5
13	10	1988	      23.4      32.5		0	3.6
14	10	1988	      20.8      32.4		0	4.8
15	10	1988	      20.0      32.4		0	4.6
16	10	1988	      20.4      32.8		0	5.1
17	10	1988	      21.0      31.7		0	4.7
18	10	1988	      19.9      32.5		0	4.7
19	10	1988	      20.1      33.3		0	4.8
20	10	1988	      20.2      33.9		0	4.9
21	10	1988	      21.5      34.0		0	4.9
22	10	1988	      23.6      34.3		0	5.1
23	10	1988	      21.8      33.4		0	4.8
24	10	1988	      22.4      34.2		0	4.8
25	10	1988	      21.8      34.6		0	5.2
26	10	1988	      20.0      34.7		0	5.2
27	10	1988	      19.3      34.2		0	5.1
28	10	1988	      20.1      33.6		0	5
29	10	1988	      21.1      33.9		0	5
30	10	1988	      21.2      35.3		0	5.1
31	10	1988	      22.6      35.1		0	4.9
1	11	1988	      21.7      33.1		0	4.6
2	11	1988	      20.6      32.4		0	4.6
3	11	1988	      19.3      29.1		0	4.1
4	11	1988	      20.3      30.6		0.8	3.6
5	11	1988	      21.9      30.4		0.4	3.6
6	11	1988	      22.4      32.0		0	4.8
7	11	1988	      23.0      32.1		0	4.7
8	11	1988	      20.8      34.7		0	5
9	11	1988	      20.1      33.2		0	4.4
10	11	1988	      19.7      33.5		0	4.7
11	11	1988	      19.3      33.4		0	4.8
12	11	1988	      19.4      34.4		0	4.9
13	11	1988	      19.8      34.5		0	4.8
14	11	1988	      19.6      35.8		0	5.1
15	11	1988	      20.9      35.9		0	5.2
16	11	1988	      20.1      35.6		0	5.1
17	11	1988	      20.8      35.4		0	5.1
18	11	1988	      21.8      34.7		0	4.7
19	11	1988	      18.9      34.6		0	5
20	11	1988	      18.9      33.3		0	4.7
21	11	1988	      17.5      32.7		0	4.6
22	11	1988	      16.9      26.9		0	3.6
23	11	1988	      15.3      30.8		0	4.4
24	11	1988	      17.3      32.4		0	4.6
25	11	1988	      15.5      33.4		0	4.7
26	11	1988	      14.4      33.7		0	4.8
27	11	1988	      14.8      33.0		0	4.8
28	11	1988	      14.9      32.8		0	4.8
29	11	1988	      14.8      32.1		0	4.5
30	11	1988	      15.1      31.8		0	4.4
1	12	1988	      14.6      31.7		0	4.5
2	12	1988	      14.3      32.8		0	4.6
3	12	1988	      16.7      34.1		0	4.7
4	12	1988	      15.6      34.5		0	4.6
5	12	1988	      16.0      34.7		0	4.9
6	12	1988	      16.3      35.1		0	5
7	12	1988	      16.4      34.8		0	5
8	12	1988	      17.0      35.4		0	4.9
9	12	1988	      17.0      35.2		0	4.8
10	12	1988	      16.8      33.7		0	4.4
11	12	1988	      14.7      31.3		0	4.1
12	12	1988	      11.4      28.8		0	3.8
13	12	1988	      13.1      29.1		0	3.9
14	12	1988	      14.7      27.8		0.4	3.5
15	12	1988	      14.5      29.4		0.4	3.6
16	12	1988	      14.6      27.1		0	3.5
17	12	1988	      15.6      30.6		0	4
18	12	1988	      15.6      32.1		0	4.4
19	12	1988	      18.0      30.1		0	4
20	12	1988	      19.4      30.3		0	3.8
21	12	1988	      17.8      32.5		0	4.3
22	12	1988	      15.9      32.9		0	4.6
23	12	1988	      17.3      31.3		0	4.2
24	12	1988	      14.0      30.5		0	4.1
25	12	1988	      13.7      30.6		0	4.1
26	12	1988	      12.9      31.2		0	4.1
27	12	1988	      13.3      32.0		0	4.4
28	12	1988	      14.2      32.6		0	4.4
29	12	1988	      15.4      33.8		0	4.5
30	12	1988	      16.4      34.2		0	4.6
31	12	1988	      16.9      34.1		0	4.6
1	1	1989	      17.8      34.5		0	4.7
2	1	1989	      16.3      33.5		0	4.6
3	1	1989	      16.3      33.1		0	4.4
4	1	1989	      15.3      31.8		0	4.3
5	1	1989	      12.7      30.0		0	4.1
6	1	1989	      12.3      26.3		0	3.3
7	1	1989	      14.7      26.1		0	3.4
8	1	1989	      12.2      29.5		0	4.2
9	1	1989	      13.9      31.8		0	4.5
10	1	1989	      13.7      32.6		0	4.8
11	1	1989	      15.4      34.4		0	5
12	1	1989	      16.6      35.4		0	5
13	1	1989	      16.0      34.2		0	4.9
14	1	1989	      15.0      34.9		0	5
15	1	1989	      15.4      34.7		0	4.9
16	1	1989	      15.1      33.7		0	4.8
17	1	1989	      14.9      33.2		0	4.8
18	1	1989	      14.6      33.6		0	4.9
19	1	1989	      14.5      33.9		0	5
20	1	1989	      14.6      33.2		0	4.7
21	1	1989	      14.6      35.0		0	5
22	1	1989	      16.0      36.3		0	5.3
23	1	1989	      17.0      36.3		0	5.3
24	1	1989	      16.1      33.6		0.2	4.3
25	1	1989	      16.0      34.7		0	4.9
26	1	1989	      17.2      35.8		0.3	5
27	1	1989	      18.4      35.9		0.2	4.7
28	1	1989	      18.5      35.5		0	3.8
29	1	1989	      17.2      36.0		0	5.1
30	1	1989	      16.9      34.8		0	4.7
31	1	1989	      17.4      36.1		0	5.4
1	2	1989	      17.4      36.5		0	5.6
2	2	1989	      17.4      36.8		0	5.6
3	2	1989	      18.9      36.9		0	5.5
4	2	1989	      17.2      36.7		0	5.6
5	2	1989	      16.5      36.5		0	5.6
6	2	1989	      18.4      36.2		0	5.4
7	2	1989	      16.3      36.3		0	5.5
8	2	1989	      16.6      36.1		0	5.6
9	2	1989	      17.9      36.5		0	5.6
10	2	1989	      18.7      36.4		0	5.7
11	2	1989	      18.7      37.0		0	5.6
12	2	1989	      19.6      34.0		0	4.7
13	2	1989	      18.5      29.7		0	4.4
14	2	1989	      17.6      34.7		0	5.1
15	2	1989	      21.9      36.1		0	5.4
16	2	1989	      20.0      36.5		0	5.3
17	2	1989	      19.1      36.5		0	5.4
18	2	1989	      19.9      34.6		0	4.6
19	2	1989	      19.9      36.8		0	5.2
20	2	1989	      19.2      38.8		0	6.1
21	2	1989	      19.5      37.7		0	5.5
22	2	1989	      19.2      37.0		0	5.4
23	2	1989	      18.3      36.1		0	5.3
24	2	1989	      17.5      33.8		0	5.1
25	2	1989	      18.1      34.6		0	5
26	2	1989	      18.1      36.4		0	5.7
27	2	1989	      17.9      37.1		0	6
28	2	1989	      17.4      37.4		0	5.9
1	3	1989	      17.1      38.0		0	6.1
2	3	1989	      18.5      39.8		0	6.2
3	3	1989	      21.3      40.5		0	6.5
4	3	1989	      19.5      40.4		0	6.6
5	3	1989	      18.5      40.3		0	6.6
6	3	1989	      19.2      39.2		0	6.2
7	3	1989	      17.6      40.6		0	6.7
8	3	1989	      19.1      39.2		0	6.1
9	3	1989	      19.3      38.5		0	6
10	3	1989	      17.6      38.4		0	6.3
11	3	1989	      18.0      36.9		0	6.1
12	3	1989	      18.0      35.7		0	5.9
13	3	1989	      17.2      34.7		0	5.6
14	3	1989	      18.0      35.2		0	5.9
15	3	1989	      18.8      36.3		0	5.8
16	3	1989	      19.2      36.0		0	5.5
17	3	1989	      19.6      37.0		0	5.4
18	3	1989	      19.8      38.3		0	6
19	3	1989	      20.2      38.5		0	5.9
20	3	1989	      21.6      38.5		0	5.9
21	3	1989	      22.4      39.0		0	6.2
22	3	1989	      20.5      38.3		0	6.3
23	3	1989	      21.9      38.9		0	6
24	3	1989	      21.9      39.3		0	5.9
25	3	1989	      22.1      39.1		0	5.9
26	3	1989	      21.2      39.4		0	6.2
27	3	1989	      20.8      38.4		0	6.2
28	3	1989	      20.4      37.0		0	6.4
29	3	1989	      20.0      38.1		0	6.2
30	3	1989	      19.6      38.4		0	6.3
31	3	1989	      19.4      38.5		0	6.4
1	4	1989	      18.7      35.9		0	6.4
2	4	1989	      18.9      36.9		0	6.4
3	4	1989	      20.0      38.5		0	6.8
4	4	1989	      21.4      39.0		0	6.8
5	4	1989	      20.8      39.4		0	6.7
6	4	1989	      20.8      41.1		0	7.3
7	4	1989	      21.9      41.1		0	7
8	4	1989	      20.0      39.8		0	6.9
9	4	1989	      21.7      41.0		0	6.9
10	4	1989	      20.4      40.9		0	7.2
11	4	1989	      22.4      40.4		0	7.1
12	4	1989	      22.2      41.0		0	7.4
13	4	1989	      20.9      41.4		0	7.5
14	4	1989	      21.8      41.6		0	7.5
15	4	1989	      22.5      41.9		0	7.5
16	4	1989	      18.8      41.7		0	7.3
17	4	1989	      18.9      40.2		0	6.9
18	4	1989	      19.4      39.0		0	7
19	4	1989	      19.1      39.7		0	7.1
20	4	1989	      20.4      39.9		0	7.1
21	4	1989	      22.9      41.9		0	7.2
22	4	1989	      22.9      41.8		0	7.1
23	4	1989	      22.4      41.6		0	7.1
24	4	1989	      21.6      39.7		0	7
25	4	1989	      22.6      36.9		0.1	4.8
26	4	1989	      21.6      37.2		0	6.6
27	4	1989	      24.5      41.5		0	6.7
28	4	1989	      26.4      42.0		0	7.4
29	4	1989	      24.3      42.4		0	7.5
30	4	1989	      21.5      41.2		0	7.4
1	5	1989	      20.7      40.6		0	6.6
2	5	1989	      21.2      39.3		0	6.4
3	5	1989	      20.0      40.3		0	6.7
4	5	1989	      21.6      41.0		0	6.9
5	5	1989	      21.8      42.1		0	7.2
6	5	1989	      24.0      43.3		0	7.1
7	5	1989	      23.0      42.9		0	6.9
8	5	1989	      23.2      41.9		0	6.8
9	5	1989	      22.4      41.7		0	7.1
10	5	1989	      21.6      43.4		0	7.6
11	5	1989	      23.0      42.5		0	7.4
12	5	1989	      21.9      41.8		0	7.4
13	5	1989	      22.5      43.2		0	7.6
14	5	1989	      23.1      41.1		0	6.8
15	5	1989	      24.8      40.6		0	7
16	5	1989	      24.2      40.1		0	7.2
17	5	1989	      22.9      39.9		0	6.9
18	5	1989	      22.7      39.3		0	6.7
19	5	1989	      22.1      38.6		0	6.6
20	5	1989	      22.4      40.2		0	6.7
21	5	1989	      22.4      40.8		0	7.1
22	5	1989	      22.0      40.6		0	7
23	5	1989	      22.0      40.9		0	7
24	5	1989	      22.2      40.3		0.6	5.7
25	5	1989	      22.1      40.8		0	7.2
26	5	1989	      22.9      40.4		0	7.3
27	5	1989	      23.5      42.5		0	7.6
28	5	1989	      22.7      40.7		0	7.2
29	5	1989	      22.4      40.3		0	6.7
30	5	1989	      23.8      41.0		1.3	6.8
31	5	1989	      24.6      41.6		0	6.8
1	6	1989	      24.8      42.9		0	6.3
2	6	1989	      24.8      39.9		0	6.6
3	6	1989	      25.0      40.2		0	6.4
4	6	1989	      24.6      41.5		8.9	6.6
5	6	1989	      24.9      39.9		0	6.3
6	6	1989	      26.7      39.5		2.5	5.1
7	6	1989	      25.6      40.3		0	6.2
8	6	1989	      25.0      40.7		0	6.6
9	6	1989	      25.3      39.8		0	6.5
10	6	1989	      23.6      39.6		0	6.3
11	6	1989	      23.3      39.6		0	6.4
12	6	1989	      24.8      36.7		7.8	5.7
13	6	1989	      25.4      35.7		15.7	4.1
14	6	1989	      24.6      38.8		0	6.3
15	6	1989	      22.7      40.0		0	6.6
16	6	1989	      24.4      39.4		0	6.2
17	6	1989	      25.8      32.9		34.1	5.2
18	6	1989	      24.8      32.0		0	4.6
19	6	1989	      23.4      35.8		0	6
20	6	1989	      23.9      35.4		0	5.5
21	6	1989	      24.4      38.4		0	6.3
22	6	1989	      22.8      37.2		0	5.8
23	6	1989	      22.8      33.6		0	5.4
24	6	1989	      23.9      31.0		12.5	4.7
25	6	1989	      23.8      35.1		0	5.3
26	6	1989	      23.8      37.5		0	5.7
27	6	1989	      23.6      30.8		8.4	4.9
28	6	1989	      23.7      33.6		0	5.2
29	6	1989	      23.0      36.9		0	5.9
30	6	1989	      24.6      30.2		11.9	4.1
1	7	1989	      24.0      30.7		7.6	4.2
2	7	1989	      23.6      33.7		0	5.5
3	7	1989	      24.0      33.4		0	5.2
4	7	1989	      23.7      33.3		0	5.1
5	7	1989	      24.3      33.4		34.9	4.9
6	7	1989	      23.5      34.9		0	5.6
7	7	1989	      25.0      32.4		14.7	3.8
8	7	1989	      23.5      34.6		0	5.5
9	7	1989	      24.0      34.4		0	5.4
10	7	1989	      23.8      33.0		0	4.9
11	7	1989	      23.5      31.6		0	4.2
12	7	1989	      23.5      28.3		0	3.8
13	7	1989	      22.8      30.4		13.7	4.7
14	7	1989	      22.4      33.0		0	5.3
15	7	1989	      24.1      32.4		0	5
16	7	1989	      24.9      30.4		5	3.5
17	7	1989	      23.9      30.3		5	4.6
18	7	1989	      23.4      29.6		5	4.6
19	7	1989	      23.3      33.3		5	4.8
20	7	1989	      23.5      32.1		5	4.9
21	7	1989	      23.5      31.6		17.6	3.9
22	7	1989	      23.5      31.8		0	4.6
23	7	1989	      23.9      33.0		0	5.1
24	7	1989	      23.7      33.5		5.9	4.9
25	7	1989	      23.7      31.2		11.7	3.5
26	7	1989	      23.1      31.6		0	5.1
27	7	1989	      24.3      33.3		0	5.1
28	7	1989	      23.7      32.6		14.2	4.1
29	7	1989	      24.4      31.1		0	4.7
30	7	1989	      24.1      30.7		0	4.6
31	7	1989	      24.1      31.9		21.2	4
1	8	1989	      23.6      31.4		13.4	3.9
2	8	1989	      23.6      29.4		7.7	3.9
3	8	1989	      22.4      31.1		0	5
4	8	1989	      22.9      32.8		0	5.1
5	8	1989	      23.6      31.7		0	4.9
6	8	1989	      23.4      29.8		0	4.6
7	8	1989	      23.1      31.5		0	4.9
8	8	1989	      22.1      32.3		0	4.7
9	8	1989	      22.1      32.8		0	5.3
10	8	1989	      22.4      31.7		0	5
11	8	1989	      23.2      31.2		22.1	3.5
12	8	1989	      24.1      28.2		7.4	4
13	8	1989	      23.6      29.9		14.8	3.6
14	8	1989	      23.7      28.4		14.8	3.9
15	8	1989	      24.0      29.3		22.1	3.7
16	8	1989	      22.9      31.1		12.9	2.4
17	8	1989	      22.9      30.9		0	4.7
18	8	1989	      22.9      31.4		0	4.7
19	8	1989	      24.4      31.2		0	4.7
20	8	1989	      24.3      30.1		0	4.5
21	8	1989	      23.8      29.8		0	3.8
22	8	1989	      23.3      30.6		0	4.5
23	8	1989	      23.0      31.3		32.5	4.1
24	8	1989	      24.0      27.5		54.1	2.4
25	8	1989	      23.3      27.5		0	3.8
26	8	1989	      23.3      29.6		0	4.3
27	8	1989	      23.2      29.4		15	3.7
28	8	1989	      23.6      29.0		7.5	3.8
29	8	1989	      23.8      29.9		0	4.3
30	8	1989	      22.9      31.2		0	4
31	8	1989	      23.8      29.1		0	4.2
1	9	1989	      23.6      28.5		0	3.8
2	9	1989	      22.6      31.4		0	4.9
3	9	1989	      23.6      31.5		0	4.5
4	9	1989	      24.3      31.9		0	5.1
5	9	1989	      24.1      30.2		11.8	4.4
6	9	1989	      22.8      31.4		6.8	3.6
7	9	1989	      23.2      31.1		0	4.7
8	9	1989	      23.3      33.1		0	5.3
9	9	1989	      23.9      29.6		6	3.1
10	9	1989	      23.2      29.9		0	4.6
11	9	1989	      23.6      31.9		9.3	4.6
12	9	1989	      24.4      30.5		13.9	4.4
13	9	1989	      24.0      29.0		0	4.5
14	9	1989	      22.9      30.1		9.3	3
15	9	1989	      23.5      31.0		4.7	3
16	9	1989	      23.4      30.3		3.9	4.5
17	9	1989	      22.4      31.6		3.9	5.1
18	9	1989	      23.5      31.0		0	4
19	9	1989	      22.7      31.3		0	4.8
20	9	1989	      22.5      31.0		0	4.8
21	9	1989	      23.7      30.8		2	3.5
22	9	1989	      24.1      30.1		2	4.6
23	9	1989	      23.1      29.8		2	4.3
24	9	1989	      22.6      31.6		2	4.1
25	9	1989	      22.6      32.2		2	5.1
26	9	1989	      23.7      33.4		8.4	5.2
27	9	1989	      24.5      29.5		12.6	4.1
28	9	1989	      23.3      29.7		4.2	4.6
29	9	1989	      22.9      31.9		0	5
30	9	1989	      23.7      29.5		0	4.3
1	10	1989	      23.1      30.5		0	4.5
2	10	1989	      22.5      31.1		0	4.6
